Genome_Name	NCBI_ID	Environment	Oxygen_Tolerance	Pathogenicity	Latitude	Longitude
Shewanella_halifaxensis_HAW_EB4	458817	Non-Human, Marine (Heterotroph)	Facultative	NA	44.088769	-62.738342
Shewanella_loihica_PV_4	323850	Non-Human, Marine (Heterotroph)	Anaerobe	NA	21.39752	-157.805895
Shewanella_oneidensis_MR_1	211586	Non-Human	Facultative	Pathogen	43.204557	-75.923098
Shewanella_pealeana_ATCC_700345	398579	Non-Human	Facultative	NA	41.526411	-70.680585
Shewanella_piezotolerans_WP3	225849	Non-Human, Marine (Heterotroph)	Facultative	NA	8.003056	-142.502222
Shewanella_putrefaciens_200	399804	Human, Soil	Anaerobe	Pathogen	NA	NA
Shewanella_putrefaciens_CN_32	319224	Non-Human, Soil	Anaerobe	Pathogen	35.080371	-106.627085
Shewanella_sediminis_HAW_EB3	425104	Non-Human, Marine (Heterotroph)	Facultative	NA	44.646244	-63.573566
Shewanella_sp_ANA_3	94122	Non-Human, Soil	Anaerobe	NA	41.525871	-70.670327
Shewanella_sp_MR_4	60480	Non-Human, Marine (Heterotroph)	Anaerobe	NA	NA	NA
Shewanella_sp_MR_7	60481	Non-Human, Marine (Heterotroph)	Anaerobe	NA	NA	NA
Shewanella_sp_W3_18_1	351745	Non-Human, Marine (Heterotroph)	Facultative	Pathogen	NA	NA
Shewanella_violacea_DSS12	637905	Non-Human	Facultative	NA	NA	NA
Shewanella_woodyi_ATCC_51908	392500	Non-Human, Marine (Heterotroph)	Facultative	NA	NA	NA
Shigella_boydii_CDC_3083_94	344609	Human	Facultative	Pathogen	NA	NA
Shigella_boydii_Sb227	300268	Human	Facultative	Pathogen	NA	NA
Shigella_dysenteriae_1012	358708	Human	Facultative	Pathogen	NA	NA
Shigella_dysenteriae_Sd197	300267	Human	Facultative	Pathogen	NA	NA
Shigella_flexneri_2002017	591020	Human	Facultative	Pathogen	NA	NA
Shigella_flexneri_2a_2457T	198215	Human	Facultative	Pathogen	NA	NA
Shigella_flexneri_2a_301	198214	Human	Facultative	Pathogen	39.908173	116.397947
Shigella_flexneri_5_8401	373384	Human	Facultative	Pathogen	NA	NA
Shigella_sonnei_Ss046	300269	Human	Facultative	Pathogen	NA	NA
Shigella_sp_D9	556266	Human, Gut	Facultative	NA	NA	NA
Shuttleworthia_satelles_DSM_14600	626523	Human, Oral (Other)	NA	NA	NA	NA
Sideroxydans_lithotrophicus_ES_1	580332	Non-Human	Aerobe	NA	NA	NA
Silicibacter_lacuscaerulensis_ITI_1157	644107	Non-Human, Marine (Other)	Aerobe	NA	63.879	-22.434
Silicibacter_sp_TrichCH4B	644076	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Simonsiella_muelleri_ATCC_29453	641147	Human, Oral (Other)	NA	NA	NA	NA
Sinorhizobium_medicae_WSM419	366394	Non-Human, Soil	Aerobe	Non-Pathogen	40.888925	9.101915
Sinorhizobium_meliloti_1021	266834	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Slackia_exigua_ATCC_700122	649764	Human, Oral (Other)	Anaerobe	NA	NA	NA
Slackia_heliotrinireducens_DSM_20476	471855	Non-Human, Farm	Obligate anaerobe	NA	NA	NA
Sodalis_glossinidius_morsitans	343509	Non-Human	Microaerophilic	Non-Pathogen	NA	NA
Solibacter_usitatus_Ellin6076	234267	Non-Human, Soil	Aerobe	NA	-36.5588	145.415039
Sorangium_cellulosum_So_ce_56	448385	Non-Human, Soil	Aerobe	NA	NA	NA
Sphaerobacter_thermophilus_DSM_20745	479434	Non-Human	Obligate aerobe	NA	48.139	11.58
Sphingobacterium_spiritivorum_ATCC_33300	525372	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Sphingobacterium_spiritivorum_ATCC_33861	525373	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Sphingobium_japonicum_UT26S	452662	Non-Human	NA	NA	NA	NA
Sphingomonas_sp_SKA58	314266	Non-Human, Marine (Heterotroph)	Aerobe	NA	58.94083	11.07944
Sphingomonas_wittichii_RW1	392499	Non-Human	Aerobe	NA	53.5528	9.9806
Sphingopyxis_alaskensis_RB2256	317655	Non-Human, Marine (Heterotroph)	Aerobe	NA	58.42198	-149.574839
Spirosoma_linguale_DSM_74	504472	Non-Human, Soil	Aerobe	NA	NA	NA
Stackebrandtia_nassauensis_DSM_44728	446470	Non-Human, Soil	Aerobe	NA	25.066127	-77.339025
Staphylococcus_aureus_04_02981	703339	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_930918_3	452948	Non-Human	Facultative	Non-Pathogen	NA	NA
Staphylococcus_aureus_A10102	553601	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A5937	553565	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A5948	553567	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A6224	553568	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A6300	553571	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A8115	553573	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A8117	553574	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A8796	553577	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A8819	553580	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9299	553581	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9635	553583	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9719	553588	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9754	553590	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9763	553592	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9765	553594	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_A9781	553596	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_D30	455227	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_MN8	548470	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Staphylococcus_aureus_RF122	273036	Non-Human, Farm	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_COL	93062	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_JH1	359787	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_JH9	359786	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_JKD6008	546342	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_JKD6009	546343	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_MRSA252	282458	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_MRSA_USA300_TCH1516	451516	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_MSSA476	282459	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_MW2	196620	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_Mu3	418127	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_Mu50	158878	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_N315	158879	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_NCTC_8325	93061	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_Newman	426430	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_TCH60	548473	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_USA300	367830	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_aureus_USA300_TCH959	450394	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_132	644279	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_55_2053	585143	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_58_424	585144	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_65_1322	585145	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_68_397	585146	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_A017934_97	585147	Human, Airways (Other)	Facultative	NA	NA	NA
Staphylococcus_aureus_subsp_aureus_ATCC_51811	762962	Human, Airways (Other)	Facultative	NA	NA	NA
Staphylococcus_aureus_subsp_aureus_Btn1260	585148	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_C101	585149	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_C160	585150	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_C427	585151	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_D139	585152	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_E1410	585153	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_ED98	681288	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_EMRSA16	585154	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_H19	585155	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_M1015	585156	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_M809	585157	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_M876	585158	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_M899	585159	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_MR1	680649	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_Mu50_omega	585891	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_ST398	523796	Non-Human, Farm	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_TCH130	548474	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_TCH70	548475	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_TW20	663951	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_WBG10049	585160	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_WW2703_97	585161	Human	Facultative	Pathogen	NA	NA
Staphylococcus_aureus_subsp_aureus_str_CF_Marseille	505321	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Staphylococcus_capitis_SK14	553212	Human, Skin	Facultative	NA	NA	NA
Staphylococcus_carnosus_carnosus_TM300	396513	Non-Human	Facultative	Non-Pathogen	50.024682	11.762694
Staphylococcus_epidermidis_ATCC_12228	176280	Human	Facultative	Non-Pathogen	NA	NA
Staphylococcus_epidermidis_BCM_HMP0060	525374	Human, Skin	Facultative	NA	NA	NA
Staphylococcus_epidermidis_M23864_W1	525378	Human, Skin	Facultative	NA	NA	NA
Staphylococcus_epidermidis_M23864_W2_grey	525375	Human, Skin	Facultative	NA	NA	NA
Staphylococcus_epidermidis_RP62A	176279	Human	Facultative	Pathogen	NA	NA
Staphylococcus_epidermidis_SK135	596317	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_epidermidis_W23144	525376	Human, Skin	Facultative	NA	NA	NA
Staphylococcus_haemolyticus_JCSC1435	279808	Human	Facultative	Pathogen	35.702222	139.7625
Staphylococcus_hominis_SK119	629742	Human, Skin	Facultative	NA	NA	NA
Staphylococcus_lugdunensis_HKU09_01	698737	Human, Skin	Facultative	Pathogen	NA	NA
Staphylococcus_saprophyticus_saprophyticus_ATCC_15305	342451	Human, Urogenital (Other)	Aerobe	Pathogen	NA	NA
Staphylococcus_warneri_L37603	596319	Human, Skin	Facultative	NA	NA	NA
Staphylothermus_hellenicus_DSM_12710	591019	Non-Human	Anaerobe	NA	36.674	24.517
Staphylothermus_marinus_F1	399550	Non-Human, Marine (Heterotroph)	Anaerobe	Non-Pathogen	38.3913	14.968
Stenotrophomonas_maltophilia_K279a	522373	Human, Soil	Aerobe	Pathogen	51.458946	-2.598424
Stenotrophomonas_maltophilia_R551_3	391008	Human, Soil	Aerobe	Pathogen	NA	NA
Stigmatella_aurantiaca_DW4_3_1	378806	Non-Human, Soil	Aerobe	NA	NA	NA
Streptobacillus_moniliformis_DSM_12112	519441	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_18RS21	342613	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_2603V_R	208435	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_515	342614	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_A909	205921	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_CJB111	342617	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_COH1	342616	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_H36B	342615	Human	Facultative	Pathogen	NA	NA
Streptococcus_agalactiae_NEM316	211110	Human	Facultative	Pathogen	NA	NA
Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124	486410	Human	Facultative	Pathogen	NA	NA
Streptococcus_equi_equi_4047	553482	Non-Human, Farm	Facultative	Pathogen	50.875875	-1.632772
Streptococcus_equi_zooepidemicus_H70	40041	Non-Human, Farm	Facultative	Pathogen	52.245212	0.403362
Streptococcus_equi_zooepidemicus_MGCS10565	552526	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Streptococcus_gallolyticus_UCN34	637909	Human	Anaerobe	NA	NA	NA
Streptococcus_gordonii_Challis_CH1	467705	Human	Facultative	Pathogen	NA	NA
Streptococcus_infantarius_infantarius_ATCC_BAA_102	471872	Human, Gut	Facultative	NA	NA	NA
Streptococcus_mitis_B6	365659	Human	Aerobe	Pathogen	51.482	7.211
Streptococcus_mutans_NN2025	511691	Human, Oral (Other)	Facultative	Pathogen	NA	NA
Streptococcus_mutans_UA159	210007	Human, Oral (Other)	Facultative	Pathogen	NA	NA
Streptococcus_oralis	1303	Human, Oral (Other)	Facultative	NA	NA	NA
Streptococcus_parasanguinis_ATCC_15912	760570	Human, Oral (Other)	Aerobe	NA	NA	NA
Streptococcus_pneumoniae_70585	488221	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_ATCC_700669	561276	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CCRI_1974	570507	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CCRI_1974M2	574965	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CDC0288_04	453364	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CDC1087_00	453361	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CDC1873_00	453362	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CDC3059_06	453365	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_CGSP14	516950	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_D39	373153	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_G54_MLST_ST63	512566	Human, Airways (Nasopharynx)	Facultative	Pathogen	44.407062	8.933989
Streptococcus_pneumoniae_Hungary19A_6	487214	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_JJA	488222	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_MLV_016	453366	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_P1031	488223	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_R6	171101	Human	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP11_BS70	406559	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP14_BS69	406560	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP18_BS74	406561	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP195	453363	Human	Facultative	Pathogen	43.604363	1.442951
Streptococcus_pneumoniae_SP19_BS75	406562	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP23_BS72	406563	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP3_BS71	406556	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP6_BS73	406557	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_SP9_BS68	406558	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Streptococcus_pneumoniae_TCH8431_19A	525381	Human, Airways (Other)	Facultative	NA	NA	NA
Streptococcus_pneumoniae_TIGR4	170187	Human	Facultative	Pathogen	60.19256	11.992046
Streptococcus_pneumoniae_TIGR4_454	170187	Human	Facultative	Pathogen	60.19256	11.992046
Streptococcus_pneumoniae_Taiwan19F_14	487213	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_M1_GAS	160490	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_M49_591	294934	Human, Skin	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS10270	370552	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS10394	286636	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS10750	370554	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS2096	370553	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS315	198466	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS5005	293653	Human, Airways (Nasopharynx)	Facultative	Pathogen	43.7722	-79.3661
Streptococcus_pyogenes_MGAS6180	319701	Human, Airways (Nasopharynx)	Facultative	Pathogen	30.4515	-97.7362
Streptococcus_pyogenes_MGAS8232	186103	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_MGAS9429	370551	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_Manfredo	160491	Human	Facultative	Pathogen	41.879535	-87.624333
Streptococcus_pyogenes_NZ131	471876	Human	Facultative	Pathogen	NA	NA
Streptococcus_pyogenes_SSI_1	193567	Human	Facultative	Pathogen	NA	NA
Streptococcus_salivarius_SK126	596322	Human, Skin	Facultative	Non-Pathogen	NA	NA
Streptococcus_sanguinis_SK36	388919	Human, Oral (Other)	Facultative	Pathogen	NA	NA
Streptococcus_sp_2_1_36FAA	469609	Human, Gut	Facultative	NA	NA	NA
Streptococcus_sp_M143	563037	Human, Airways (Other)	Facultative	NA	NA	NA
Streptococcus_suis_05ZYH33	391295	Human	Facultative	Pathogen	NA	NA
Streptococcus_suis_89_1591	286604	Human	Facultative	Pathogen	NA	NA
Streptococcus_suis_98HAH33	391296	Human	Facultative	Pathogen	NA	NA
Streptococcus_suis_BM407	568814	Human	Facultative	Pathogen	10.75918	106.662498
Streptococcus_suis_GZ1	423211	Human	Facultative	Pathogen	NA	NA
Streptococcus_suis_P1_7	218494	Non-Human, Farm	Facultative	Pathogen	NA	NA
Streptococcus_suis_SC84	568813	Human	Facultative	Pathogen	NA	NA
Streptococcus_thermophilus_CNRZ1066	299768	Non-Human	Facultative	Non-Pathogen	NA	NA
Streptococcus_thermophilus_LMD_9	322159	Non-Human	Facultative	Non-Pathogen	NA	NA
Streptococcus_thermophilus_LMG_18311	264199	Non-Human	Facultative	Non-Pathogen	NA	NA
Streptococcus_uberis_0140J	218495	Non-Human, Farm	Facultative	Pathogen	NA	NA
Streptomyces_avermitilis_MA_4680	227882	Non-Human, Soil	Aerobe	NA	34.97712	138.383085
Streptomyces_bingchenggensis_BCW_1	749414	Non-Human	Aerobe	NA	45.803	126.535
Streptomyces_clavuligerus_ATCC_27064	443255	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_coelicolor_A3_2	100226	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_flavogriseus_ATCC_33331	591167	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_griseus_griseus_NBRC_13350	455632	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_pristinaespiralis_ATCC_25486	457429	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_roseosporus_NRRL_11379	457430	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_scabiei_87_22	680198	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Streptomyces_sp_ACTE	647653	Non-Human, Soil	Aerobe	NA	NA	NA
Streptomyces_sp_ACT_1	649189	Non-Human	Aerobe	NA	NA	NA
Streptosporangium_roseum_DSM_43021	479432	Non-Human, Soil	Aerobe	NA	35.91	-79.055
Subdoligranulum_variabile_DSM_15176	411471	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Sulfitobacter_sp_EE_36	52598	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Sulfitobacter_sp_NAS_14_1	314267	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Sulfolobus_acidocaldarius_DSM_639	330779	Non-Human	Obligate aerobe	NA	44.6633	-110.4927
Sulfolobus_islandicus_L_D_8_5	425944	Non-Human	Aerobe	NA	40.515313	-121.433315
Sulfolobus_islandicus_L_S_2_15	429572	Non-Human, Hydrothermal	Aerobe	NA	40.5126	-121.4347
Sulfolobus_islandicus_M_14_25	427317	Non-Human, Hydrothermal	Aerobe	NA	52.45785	158.196201
Sulfolobus_islandicus_M_16_27	427318	Non-Human, Hydrothermal	Aerobe	NA	52.45785	158.196201
Sulfolobus_islandicus_M_16_4	426118	Non-Human	Aerobe	NA	52.45785	158.196201
Sulfolobus_islandicus_Y_G_57_14	439386	Non-Human, Hydrothermal	Facultative	NA	44.699641	-110.745721
Sulfolobus_islandicus_Y_N_15_51	419942	Non-Human, Hydrothermal	Facultative	NA	44.6184	-110.1025
Sulfolobus_solfataricus_98_2	555311	Non-Human	Obligate aerobe	NA	NA	NA
Sulfolobus_solfataricus_P2	273057	Non-Human	Obligate aerobe	NA	NA	NA
Sulfolobus_tokodaii_7	273063	Non-Human, Hydrothermal	Aerobe	NA	32.96666	131.03333
Sulfurihydrogenibium_azorense_Az_Fu1	204536	Non-Human, Soil	Facultative	NA	37.765221	-25.30756
Sulfurihydrogenibium_sp_YO3AOP1	436114	Non-Human, Soil	Facultative	NA	44.636707	-110.438919
Sulfurihydrogenibium_yellowstonense_SS_5	432331	Non-Human, Hydrothermal	Microaerophilic	NA	44.376262	-110.690383
Sulfurospirillum_deleyianum_DSM_6946	525898	Non-Human	Microaerophilic	NA	52.17	10.55
Sulfurovum_sp_NBC37_1	387093	Non-Human, Marine (Other)	Anaerobe	Non-Pathogen	27.783333	126.883333
Symbiobacterium_thermophilum_IAM_14863	292459	Non-Human, Soil	Anaerobe	NA	34.385203	132.455293
Synechococcus_elongatus_PCC_6301	269084	Non-Human	Facultative	NA	NA	NA
Synechococcus_elongatus_PCC_7942	1140	Non-Human	Facultative	NA	NA	NA
Synechococcus_sp_BL107	313625	Non-Human, Marine (Other)	Facultative	NA	41.666667	2.8
Synechococcus_sp_CC9311	64471	Non-Human, Marine (Other)	NA	Non-Pathogen	31.9001	-124.1668
Synechococcus_sp_CC9605	110662	Non-Human, Marine (Other)	NA	NA	NA	NA
Synechococcus_sp_CC9902	316279	Non-Human, Marine (Other)	NA	NA	NA	NA
Synechococcus_sp_JA_2_3Ba_2_13	321332	Non-Human, Hydrothermal	Facultative	NA	44.376262	-110.690383
Synechococcus_sp_JA_3_3Ab	321327	Non-Human, Hydrothermal	Facultative	NA	44.533823	-110.797433
Synechococcus_sp_PCC_7002	32049	Non-Human, Marine (Other)	Facultative	NA	17.972949	-67.047164
Synechococcus_sp_PCC_7335	91464	Non-Human, Marine (Other)	Facultative	NA	31.31667	-113.53333
Synechococcus_sp_RCC307	316278	Non-Human, Marine (Other)	Facultative	NA	39.166667	6.166667
Synechococcus_sp_RS9916	221359	Non-Human, Marine (Other)	Facultative	NA	29.46667	34.91667
Synechococcus_sp_RS9917	221360	Non-Human, Marine (Other)	Facultative	NA	29.46667	34.91667
Synechococcus_sp_WH_5701	69042	Non-Human, Marine (Other)	Facultative	NA	41.058085	-72.8656045
Synechococcus_sp_WH_7803	32051	Non-Human, Marine (Other)	NA	NA	33.7423	-67.4913
Synechococcus_sp_WH_7805	59931	Non-Human, Marine (Other)	Facultative	NA	33.75	-67.5
Synechococcus_sp_WH_8102	84588	Non-Human, Marine (Other)	NA	NA	22.495	-65.6
Synechococcus_sp_WH_8109	166314	Non-Human, Marine (Other)	Facultative	NA	39.643333	-70.462
Synechocystis_sp_PCC_6803	1148	Non-Human	Facultative	NA	NA	NA
Syntrophobacter_fumaroxidans_MPOB	335543	Non-Human	Anaerobe	Non-Pathogen	NA	NA
Syntrophomonas_wolfei_wolfei_Goettingen	335541	Non-Human	Anaerobe	NA	51.532	9.928
Syntrophothermus_lipocalidus_DSM_12680	643648	Non-Human	Obligate anaerobe	NA	NA	NA
Syntrophus_aciditrophicus_SB	56780	Non-Human	Anaerobe	NA	35.191213	-97.441347
Teredinibacter_turnerae_T7901	377629	Non-Human	NA	NA	34.726186	-76.647763
Thalassobium_sp_R2A62	633131	Non-Human, Marine (Other)	NA	NA	44.65	-124.167
Thauera_sp_MZ1T	85643	Non-Human	Facultative	NA	NA	NA
Thermanaerovibrio_acidaminovorans_DSM_6589	525903	Non-Human	Obligate anaerobe	NA	51.589	4.774
Thermoanaerobacter_brockii_subsp_finnii_Ako_1	509193	Non-Human	Anaerobe	NA	-2.042025	29.407518
Thermoanaerobacter_ethanolicus_CCSD1	589861	Non-Human	Anaerobe	NA	NA	NA
Thermoanaerobacter_italicus_Ab9	580331	Non-Human	Anaerobe	NA	45.360542	11.789381
Thermoanaerobacter_mathranii_subsp_mathranii_str_A3	583358	Non-Human, Hydrothermal	Anaerobe	NA	NA	NA
Thermoanaerobacter_pseudethanolicus_ATCC_33223	340099	Non-Human, Hydrothermal	Anaerobe	NA	44.376262	-110.690383
Thermoanaerobacter_sp_X513	573062	Non-Human	Anaerobe	NA	39.75	-107.62
Thermoanaerobacter_sp_X514	399726	Non-Human	Anaerobe	NA	39.348317	-107.859192
Thermoanaerobacter_sp_X561	588857	Non-Human	Anaerobe	NA	NA	NA
Thermoanaerobacter_tengcongensis_MB4	273068	Non-Human, Hydrothermal	Anaerobe	NA	NA	NA
Thermoanaerobacterium_thermosaccharolyticum_DSM_571	580327	Non-Human	Obligate anaerobe	NA	NA	NA
Thermobaculum_terrenum_ATCC_BAA_798	525904	Non-Human, Soil	Obligate aerobe	NA	44.393704	-110.567703
Thermobifida_fusca_YX	269800	Human	Aerobe	Pathogen	NA	NA
Thermobispora_bispora_DSM_43833	469371	Non-Human	Aerobe	NA	52.52	14.42
Thermococcus_barophilus_MP	391623	Non-Human, Marine (Heterotroph)	NA	NA	23.224118	-44.564984
Thermococcus_gammatolerans_EJ3	593117	Non-Human, Hydrothermal	Anaerobe	Pathogen	NA	NA
Thermococcus_kodakaraensis_KOD1	69014	Non-Human	Anaerobe	NA	31.596554	130.557116
Thermococcus_onnurineus_NA1	523850	Non-Human	Anaerobe	NA	NA	NA
Thermococcus_sibiricus_MM_739	604354	Non-Human, Hydrothermal	Anaerobe	NA	NA	NA
Thermococcus_sp_AM4	246969	Non-Human, Marine (Other)	Anaerobe	NA	12.13333	-103.93333
Thermocrinis_albus_DSM_14484	638303	Non-Human, Hydrothermal	Microaerophilic	NA	64	-21.2
Thermodesulfovibrio_yellowstonii_DSM_11347	289376	Non-Human	NA	NA	44.453591	-110.358796
